taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
Alina	E2145E20-8DDB-4C71-B6DD-F77245CBD250	125	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Aliquandostipitaceae	7E9F62F9-799F-43B8-8BB4-C61888EF9829	82130	9	Saprotroph	Wood Saprotroph	Probable	NULL	NULL	Saprobic, on decaying wood in aquatic habitats (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
Aliquandostipite	ADBD4966-7F65-4EC1-8793-E07B466E428A	28650	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Alisea	A5A07F7F-BB09-42F1-8A98-3AFE836FE6B5	513289	13	Saprotroph	Undefined Saprotroph	Highly Probable	Microfungus	NULL	Saprotroph isolated from small twigs and sugar cane debris from the bottom of the Pacific Ocean (Dupont et al. 2009)	Dupont J, et al. 2009. Mycological Research 113:1351-1364 ((https://doi.org/10.1016/j.mycres.2009.08.015))
Alisea longicolla	41FA8311-3640-4549-89A1-0CCA580C46CF	513290	20	Saprotroph	Undefined Saprotroph	Highly Probable	Microfungus	NULL	Saprotroph isolated from small twigs and sugar cane debris from the bottom of the Pacific Ocean (Dupont et al. 2009)	Dupont J, et al. 2009. Mycological Research 113:1351-1364 ((https://doi.org/10.1016/j.mycres.2009.08.015))
Allantomyces	392B2C60-9A2F-4932-86D2-619ED822DE95	27308	13	Symbiotroph	Animal Endosymbiont	Probable	NULL	NULL	Animal gut fungus	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allantonectria	DB877E10-2F9E-457E-A672-9C998C9CEAE4	128	13	Pathotroph	Plant Pathogen	Highly Probable	Microfungus	NULL	Plant pathogen on leaf of members of monocots, especially Agavaceae (Hirooka et al. 2012)	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210 ((https://doi.org/10.3114/sim0001))
Allantonectria miltina	3E8354B2-F044-4B13-B405-2E8CE956D094	102509	20	Pathotroph	Plant Pathogen	Highly Probable	Microfungus	NULL	Plant pathogen on leaf of members of monocots, especially Agavaceae (Hirooka et al. 2012)	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210 ((https://doi.org/10.3114/sim0001))
Allantoparmelia	C0F43FB7-84DA-4059-BD60-C2EE06889BE5	129	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allantophomoides	7493E0C5-5796-4E58-8568-A3E840897CAA	28720	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allantophomopsiella	A0101200-96C6-4C13-949B-CC792D854BA5	809673	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Crous PW, et al. 2014. IMA Fungus 5:173-193 ((https://doi.org/10.5598/imafungus.2014.05.02.02))
Allantophomopsiella pseudotsugae	5AFE56AE-97F6-481D-A9E3-923715A7B3FE	809674	20	Pathotroph	Plant Pathogen	Highly Probable	NULL	NULL	Canker	Crous PW, et al. 2014. IMA Fungus 5:173-193 ((https://doi.org/10.5598/imafungus.2014.05.02.02))
Allantophomopsis	1CB1C460-36B9-11D5-9548-00D0592D548C	7091	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allantophomopsis cytisporea	DDFCA326-F28B-4627-AFEA-6265463DA716	262734	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Allantophomopsis lycopodina	F7C83769-9A3C-4EAC-B475-E223D4866D26	127644	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Allantophomopsis pseudotsugae	1CB1AEC3-36B9-11D5-9548-00D0592D548C	359574	20	Pathotroph	Plant Pathogen	Highly Probable	Microfungus	NULL	Canker; see Allantophomopsiella pseudotsugae	Crous PW, et al. 2014. IMA Fungus 5:173-193 ((https://doi.org/10.5598/imafungus.2014.05.02.02))
Allantoporthe	2689D44F-AE12-4A36-831A-FB5A662219E1	130	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allantula	7742B69E-F0B2-46FD-9D78-C1D474B79BDE	17042	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allarthonia	D1144598-3759-4DC6-B3CE-2F6D57BC225F	131	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	Syn. Chrysothrix	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Allescheria boydii	1CB1BC38-36B9-11D5-9548-00D0592D548C	258760	20	Saprotroph	Wood Saprotroph	Highly Probable	NULL	Soft Rot	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany
Allescheria terrestris	34168DAD-9198-4821-83CC-E7EE043CC390	326005	20	Saprotroph	Wood Saprotroph	Highly Probable	NULL	Soft Rot	NULL	Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany
Allescheriella	930BAF64-A114-49CA-B9C8-07EC5B9B8DD2	7097	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allewia	1613DAE5-D827-4AD4-9211-83FA2FE50134	25500	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allocetraria	F25AE3C9-C4A7-4E56-B6B9-D1141D04A02B	16295	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Alloclavaria	63EB0C07-4CBB-4D4F-9CEF-EFBDBA595229	501455	13	Saprotroph	Undefined Saprotroph	Possible	Clavarioid	NULL	Syn. Clavaria purpurea; The hypothesis that C. purpurea is saprotrophic should be tested experimentally to rule out the possibility that it is mycorrhizal or bryophilous (Dentinger & McLaughlin 2006)	Dentinger TM, McLaughlin DJ. 2006. Mycologia 98:746-762 ((https://doi.org/10.3852/mycologia.98.5.746))
Allodus	C421810A-9E10-4ED6-B4CB-966C0F3F6776	16008	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allographa	FA4BFAB8-E4FB-46C6-A753-D339C58B50BB	138	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
Allomyces	1CB1C463-36B9-11D5-9548-00D0592D548C	20017	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allomyces arbusculus	1CB17D09-36B9-11D5-9548-00D0592D548C	207971	20	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))
Allonecte	03B5AF7D-4888-42FE-932A-3A524D3D1E09	139	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allonectella	DD42CC1C-D641-4FB8-AF0C-96DB65CA4B65	140	13	Pathotroph	Fungal Parasite	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allophaeosphaeria	D4707250-E720-4A9A-948E-1AF0920104C0	550997	13	Saprotroph	Wood Saprotroph	Highly Probable	Microfungus	NULL	On dead wood (Liu et al. 2015)	Liu JK, et al. 2015. Fungal Diversity 72:1-197 ((https://doi.org/10.1007/s13225-015-0324-y))
Allophoma	0ED1AF34-C9C4-48CA-898C-CF6A65354215	814058	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Isolated from leaf spots (Chen et al. 2015)	Chen Q, et al. 2015. Studies in Mycology 82:137-217 ((https://doi.org/10.1016/j.simyco.2015.10.003))
Allophylaria	1CB17D0A-36B9-11D5-9548-00D0592D548C	141	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allopsalliota	C116BA00-A2A4-498F-8B32-EAD84F8FA542	27914	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allotelium	BD7B9661-5A6F-4424-A6B3-BAC1CA836948	16010	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Allothyrium	1CB1C465-36B9-11D5-9548-00D0592D548C	144	13	Symbiotroph	Endophyte	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Almbornia	2E864221-795F-4FE9-9B6D-92214F37E40A	145	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Alnicola	CF1D8BE3-3BB1-4B5F-93C7-4AFAC45ECF82	25882	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))
Alpakesa	108C0772-F378-462A-9762-40FBAD6EDBD3	7104	13	Saprotroph	Undefined Saprotroph	Highly Probable	Microfungus	NULL	On dead leaves (Morgan-Jones et al. 1972)	Morgan-Jones G, et al. 1972. Canadian Journal of Botany 50:877-882 ((https://doi.org/10.1139/b72-105))
Alphamyces	111AF569-2B89-4852-A16C-590F1176BBF7	511785	13	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	From aquatic habitats (Letcher et al. 2012)	Letcher PM, et al. 2012. Nova Hedwigia 94:9-29 ((https://doi.org/10.1127/0029-5035/2012/0094-0009))
Alpinaria	23F334EE-7D01-42E9-9CDC-B01A28F86489	819135	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	see A. rhododendri (= Cucurbitaria rhododendri)	Jaklitsch WM, Voglmayr H. 2017. Sydowia 69:81-95 ((https://doi.org/10.12905/0380.sydowia69-2017-0081))
Alpinaria rhododendri	09341967-DDC7-45D8-BC81-1DF1B0966B4C	819136	20	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	syn. Cucurbitaria rhododendri; On twigs or buds of Rhododendron spp. (Jaklitsch & Voglmayr 2017)	Jaklitsch WM, Voglmayr H. 2017. Sydowia 69:81-95 ((https://doi.org/10.12905/0380.sydowia69-2017-0081))
Alpova	1CB17D0E-36B9-11D5-9548-00D0592D548C	19010	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
Alternaria	1CB17D15-36B9-11D5-9548-00D0592D548C	7106	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Alternaria alternata	1CB17D16-36B9-11D5-9548-00D0592D548C	119834	20	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	Endophyte detection method-culture (Massimo et al. 2015); Opportunistic pathogen over a broad plant host range (www.apsnet.org); Opportunistic human pathogen, especially in immunocompromised individuals (Wiest et al. 1987)	Morrell JJ, Zabel RA. 1985. Wood and Fiber Science. 17:132-143 ((https://wfs.swst.org/index.php/wfs/article/view/1599/1599)); Wiest P, et al. 1987. Reviews of Infectious Diseases 9:799-803 ((https://doi.org/10.1093/clinids/9.4.799)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1093/mmy/myv008)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria arachidis	6E3A0CAB-D33B-4CCE-A0D0-EA4BA11D8D26	308498	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria brassicae	1CB17D1A-36B9-11D5-9548-00D0592D548C	214057	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria brassicicola	1CB17D1B-36B9-11D5-9548-00D0592D548C	292407	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Host - Brassica, Rosa; Necrotroph causing leaf spot disease (Maude & Humpherson-Jones 1980)	Maude RB, Humpherson-Jones FM. 1980. Annals of Applied Biology 95:311-319 ((https://doi.org/10.1111/j.1744-7348.1980.tb04752.x)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria cinerariae	1CB17D1F-36B9-11D5-9548-00D0592D548C	251428	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria dauci	1CB17D23-36B9-11D5-9548-00D0592D548C	284025	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria dianthicola	1CB17D25-36B9-11D5-9548-00D0592D548C	284026	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria euphorbiicola	C6B9653A-9389-48FB-9049-08EA5F9612EA	103984	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria helianthi	1CB17D27-36B9-11D5-9548-00D0592D548C	326049	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	Host - Asteraceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria helianthicola	025E5285-BB98-4014-A65E-219FC610BF16	308509	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria humuli	12522A9A-F475-4BAA-845F-022C8B00BA04	374009	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria infectoria	1CB1AEC5-36B9-11D5-9548-00D0592D548C	103987	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Alternaria japonica	B9BCE6F6-652F-4027-B0FC-DA10C9866BFB	284033	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria limicola	D03D067C-A70F-424E-852D-61622FC0A3B2	127807	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria longipes	1CB17D28-36B9-11D5-9548-00D0592D548C	269712	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Possible	Microfungus	NULL	Host - Solanaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
Alternaria mali	F331C989-2495-471F-8621-FCB4E7BC58B2	214990	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria padwickii	1CB17D2B-36B9-11D5-9548-00D0592D548C	308514	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria panax	1CB17D2C-36B9-11D5-9548-00D0592D548C	121048	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria porri	1CB17D2F-36B9-11D5-9548-00D0592D548C	215273	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria protenta	E240DFBD-C472-40B7-9CF0-C38B1720B7DE	103989	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Possible	Microfungus	NULL	Host - Asteraceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
Alternaria radicina	1CB17D30-36B9-11D5-9548-00D0592D548C	276047	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria ramulosa	3C0A90B3-77BA-450D-A383-3C4ACF5D43AB	326070	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria raphani	1CB17D31-36B9-11D5-9548-00D0592D548C	284035	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria saponariae	2721768B-A0F3-40FF-A24E-1CD923800FB7	246514	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria senecionis	1CB1BAAF-36B9-11D5-9548-00D0592D548C	284039	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria tenuissima	1CB17D37-36B9-11D5-9548-00D0592D548C	280005	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	Host - Amaranthaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria tomato	BABDFE48-FB91-4532-8E0C-9183512FDBCB	101579	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria triticina	11655072-83E6-4277-8022-01C93AE98083	326079	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Alternaria zinniae	1CB17D38-36B9-11D5-9548-00D0592D548C	284044	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	Host - Asteraceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
